"x","y","country","year","farm_id","hh_size","farm_area_ha"
27.823323396286,-2.54254203341961,"Rwanda",2014,"Rwanda_00001",3,0.9478
26.4402776745952,-1.67617049173277,"Rwanda",2014,"Rwanda_00005",12,0.6446
28.4839108377315,-3.3823858713493,"Rwanda",2014,"Rwanda_00023",2,1.2915
25.7271960451273,-5.14048554098775,"Rwanda",2014,"Rwanda_00026",11,2.2161
29.7921449486825,-0.119191074049471,"Rwanda",2014,"Rwanda_00031",10,1.2783
27.2456710352769,0.672357131563786,"Rwanda",2014,"Rwanda_00041",5,5.3774
32.2867806881863,-0.775082649717573,"Rwanda",2014,"Rwanda_00044",8,3.0398
27.2715549959449,-0.558236177970898,"Rwanda",2014,"Rwanda_00045",5,1.2327
28.1621097228465,1.2559127895786,"Rwanda",2014,"Rwanda_00050",5,2.8393
31.1532956453607,-2.60414037335913,"Rwanda",2014,"Rwanda_00056",8,1.6522
31.8984434435251,-5.31377895419463,"Rwanda",2014,"Rwanda_00071",5,3.3641
28.5232068373001,-4.24213041252933,"Rwanda",2014,"Rwanda_00073",5,0.7532
31.4391380781173,-3.27345530882615,"Rwanda",2014,"Rwanda_00077",13,0.9159
30.3876421769592,-2.21841994213931,"Rwanda",2014,"Rwanda_00081",8,0.2634
30.0559641712592,-0.869477574368942,"Rwanda",2014,"Rwanda_00084",7,0.7532
30.9672713647774,1.10745050194187,"Rwanda",2014,"Rwanda_00090",1,1.409
30.353016458021,-0.603630135986456,"Rwanda",2014,"Rwanda_00091",5,1.681
29.032133725731,-3.07366506084301,"Rwanda",2014,"Rwanda_00092",2,2.0805
30.19827544257,-2.63599372646688,"Rwanda",2014,"Rwanda_00114",12,0.8284
30.0696000729485,1.54639981946202,"Rwanda",2014,"Rwanda_00119",5,0.9613
27.6937567781069,-0.59341011095897,"Rwanda",2014,"Rwanda_00127",7,0.7202
26.7212342246415,-2.69228946432556,"Rwanda",2014,"Rwanda_00133",6,1.4008
31.5947187121697,-2.66474343027113,"Rwanda",2014,"Rwanda_00135",12,0.8576
29.2570729896637,-0.199208402099497,"Rwanda",2014,"Rwanda_00153",9,0.5325
28.9805384231782,-4.2015229663813,"Rwanda",2014,"Rwanda_00156",4,0.8536
32.3926409370343,-1.161928383769,"Rwanda",2014,"Rwanda_00160",11,1.5525
30.8715433362369,-0.878349572784084,"Rwanda",2014,"Rwanda_00162",3,1.181
30.9704166327946,-2.31355073885614,"Rwanda",2014,"Rwanda_00170",3,1.773
31.8754885087274,-1.49861427552025,"Rwanda",2014,"Rwanda_00172",4,1.1045
28.862153278576,-1.54908987991022,"Rwanda",2014,"Rwanda_00173",6,0.7418
34.1577632600622,-2.87114553010737,"Rwanda",2014,"Rwanda_00174",5,3.9915
30.8111041692951,-2.35409156867526,"Rwanda",2014,"Rwanda_00179",8,1.7211
32.1825795917206,-1.21554374830918,"Rwanda",2014,"Rwanda_00190",7,2.8692
28.8960085460888,-1.1303194129485,"Rwanda",2014,"Rwanda_00197",3,2.0831
28.5102454562631,-1.65600019432539,"Rwanda",2014,"Rwanda_00205",4,1.1693
30.3990470630755,-4.17338052550905,"Rwanda",2014,"Rwanda_00206",7,0.6589
30.1710284519499,-2.70390857821883,"Rwanda",2014,"Rwanda_00212",8,2.2915
26.5476396174134,-4.99751949128263,"Rwanda",2014,"Rwanda_00215",6,1.5227
30.9335628570912,-1.11411568325094,"Rwanda",2014,"Rwanda_00222",10,0.7266
32.9016772496441,-4.99120523739203,"Rwanda",2014,"Rwanda_00223",8,2.1059
32.433191184996,-1.07089974913121,"Rwanda",2014,"Rwanda_00231",3,1.356
30.3217147927217,-3.30343470161846,"Rwanda",2014,"Rwanda_00241",9,3.0441
30.8500394312386,0.763046146785238,"Rwanda",2014,"Rwanda_00243",5,0.8431
31.9125090563034,-1.2723053203874,"Rwanda",2014,"Rwanda_00249",4,0.1839
30.362421197012,-1.69875051508591,"Rwanda",2014,"Rwanda_00259",8,1.2421
30.6610645532941,-1.97260217800111,"Rwanda",2014,"Rwanda_00277",5,2.0223
30.9454344902064,-4.1400902918685,"Rwanda",2014,"Rwanda_00278",2,3.3687
32.0688125428683,-5.38661003551358,"Rwanda",2014,"Rwanda_00289",2,1.2006
29.4067176279961,0.485930200539147,"Rwanda",2014,"Rwanda_00293",8,0.6659
29.9517411490459,-0.33719115766134,"Rwanda",2014,"Rwanda_00298",5,0.2086
28.5948329293648,-1.45305405680839,"Rwanda",2014,"Rwanda_00299",6,5.566
30.399371033223,-2.85343886421398,"Rwanda",2014,"Rwanda_00300",7,2.666
31.8026636865528,-3.51336975870075,"Rwanda",2014,"Rwanda_00306",10,1.4931
28.8808968750203,-2.2772582867422,"Rwanda",2014,"Rwanda_00307",5,10.0049
31.1805841035219,-3.83801721996874,"Rwanda",2014,"Rwanda_00310",6,5.0721
