"x","y","farm_area_ha","cropland","cattle","pop","cropland_per_capita","sand","slope","temperature","rainfall","maizeyield","market"
35.7397209497527,7.1303271998401,1.2665,1059.85086777975,160.218186239211,401.279323046946,2.64117986377225,10.1364215599279,0.000115056692028638,23.2291741319638,166.005912896453,5450.95771753475,104.858321462443
38.2757832319739,11.8343690500046,0.361,731.192256202015,51.5169652962239,712.029239952147,1.02691324341,14.9077202987049,0.0725245361617522,30.0731137413221,371.66065870858,3125.6041895739,188.952206079657
40.9170132561639,10.2432325512123,1.2275,565.728361050445,37.4203738422264,400.507162156718,1.41252994828861,20.4340107925712,0.0416967865326974,19.3123734493603,1256.32810114115,4636.62409177841,0
36.4364733719144,10.0127828790225,0.9599,335.418682098013,67.9509451841026,9.15505133534185,36.6375533912272,31.0853948024921,0.077117403728559,25.1066816070978,453.876487847658,2713.88239297402,55.7401247083775
40.8627417064912,10.4721662215009,3.6657,565.728361050445,37.4203738422264,400.507162156718,1.41252994828861,20.4340107925712,0.0416967865326974,19.3123734493603,1256.32810114115,4636.62409177841,0
38.7622520810514,10.7181322604088,3.2087,1214.26819952844,86.171972518893,5.72076667480816,212.256200707428,7.70116537517356,0.0663071625219693,24.3901949765097,911.829274439696,5878.56330980632,121.001043160029
37.9356798564547,8.68686140701821,2.1251,588.455895761896,114.490178688442,75.8713021927657,7.75597464067257,26.6404263788413,0.0667268305707936,23.2166638181547,600.398458456363,6695.77528095961,42.4919909629955
37.1364182210446,8.10628020597427,0.9537,588.455895761896,114.490178688442,75.8713021927657,7.75597464067257,26.6404263788413,0.0667268305707936,23.2166638181547,600.398458456363,6695.77528095961,42.4919909629955
39.280695005659,12.2035950119922,1.1809,540.938977824981,14.5604792166013,145.459767624243,3.71882195785129,49.6223899247285,0.0309665531227309,28.6698481145864,1259.10521097023,8306.91539306409,168.400777949301
37.4522692352555,10.7629159320947,3.3402,543.329559160461,31.4665917224733,316.132628101862,1.71867599501749,35.3140037644578,0.0836463615484684,29.3492322690635,936.53350313954,5547.00906984329,158.439672015127
39.6517003158012,9.36199321863953,1.2128,1125.88668544313,91.7546511736926,250.461558247931,4.49524746759189,67.632261917017,0,19.186552582447,664.849861728994,2132.33996430367,179.206398286289
32.9788434284412,6.37699745429695,2.1383,365.264142973092,0,283.581712628951,1.28803842669156,11.3728681899189,0.118776444166228,28.5068820257991,1335.12209399212,4318.07640153795,83.1388770076578
37.3025487109616,10.5672116135966,2.1217,543.329559160461,31.4665917224733,316.132628101862,1.71867599501749,35.3140037644578,0.0836463615484684,29.3492322690635,936.53350313954,5547.00906984329,158.439672015127
35.2664254633965,6.38436303398947,3.307,448.019178254533,40.5090569826393,323.975348687381,1.38288045701541,12.9000815906883,0.0454168879966487,23.3767482204488,107.090370369062,6255.07824352987,83.3603880340616
36.374556282812,8.69729544312996,0.7769,958.189527602688,67.2670232312223,157.488405179033,6.0841909378244,27.6017359416044,0.0314624033702894,24.0833592224703,1100.98287933745,4135.60202942578,15.8586375407401
40.9077602230702,10.3955299960237,3.3106,565.728361050445,37.4203738422264,400.507162156718,1.41252994828861,20.4340107925712,0.0416967865326974,19.3123734493603,1256.32810114115,4636.62409177841,0
43.3138807323226,8.19656684346434,0.6921,436.922174907672,98.4198051820388,62.5861063303477,6.98113687727224,67.7278297925321,0.0468832870403462,23.9112587567464,0,0,134.205107886286
38.6236037925879,7.36537252659284,0.8501,920.905019302337,21.0530083490413,246.517272641644,3.73566123555583,15.6306213716738,0.0371460894598353,21.6985106825146,1143.65907612974,7096.03289948845,126.186828453601
39.0224340102816,9.337121055786,4.2737,1125.88668544313,91.7546511736926,250.461558247931,4.49524746759189,67.632261917017,0,19.186552582447,664.849861728994,2132.33996430367,179.206398286289
37.4501482884778,7.23102042320348,1.9586,1024.28367860681,64.1500908660767,451.653285944234,2.26785392796473,34.6399995167012,0.0917642852936715,26.1679093010657,1188.80823319307,4397.94247049669,158.751676965545
34.621116978157,9.11345323955333,3.4259,900.595394096469,59.9481414533749,251.058936824769,3.58718715806981,50.0832141364077,0.0483503830197586,31.4243434639618,1053.83230818527,6005.29751554957,237.207120742799
39.3695580591718,8.13599198338505,0.8502,241.421656212912,39.6264856304858,220.593396733051,1.09441923370474,80.2537181208129,0.0848843626362685,18.3320031348518,803.259936509649,236.576753265963,0
40.0808614069536,9.30981333319464,1.5529,565.728361050445,37.4203738422264,400.507162156718,1.41252994828861,20.4340107925712,0.0416967865326974,19.3123734493603,1256.32810114115,4636.62409177841,0
37.2486295021438,7.33081535229091,3.1813,1024.28367860681,64.1500908660767,451.653285944234,2.26785392796473,34.6399995167012,0.0917642852936715,26.1679093010657,1188.80823319307,4397.94247049669,158.751676965545
41.696205253687,6.67177873037981,5.0098,787.362046513288,108.444240749865,363.569245127078,2.16564535385297,46.5695702734613,0.00143440057099661,31.2696899061918,1295.53485871335,3410.43661401931,59.7338390223408
35.8011850955435,10.232881207174,0.3875,335.418682098013,67.9509451841026,9.15505133534185,36.6375533912272,31.0853948024921,0.077117403728559,25.1066816070978,453.876487847658,2713.88239297402,55.7401247083775
37.6855624172462,7.12274887226489,2.6125,1024.28367860681,64.1500908660767,451.653285944234,2.26785392796473,34.6399995167012,0.0917642852936715,26.1679093010657,1188.80823319307,4397.94247049669,158.751676965545
38.2267242242281,10.4563986570452,0.6437,878.055848051656,75.1853488172879,171.534332571321,5.11883443325595,23.3101100681151,0.0501174620609006,24.9813644355814,800.273325450588,0,154.384645005065
35.2784044788288,7.80552532854328,1.2432,799.188401268991,55.3905633535833,102.968794405862,7.76146215832061,52.9822569173028,0.0280045514757964,30.4882369350913,956.443710682404,1734.11117711061,56.1507338532449
